2019-04-10 17:06:22.588 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:23.689 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:23.855 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 1166ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:23.955 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:24.121 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 166ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:24.222 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2182. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:24.389 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:25.489 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:25.656 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 1167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:25.756 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:25.923 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:26.023 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2182. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:26.190 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:27.290 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:27.457 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 1167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:27.557 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:27.724 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:27.824 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2182. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:27.991 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:29.091 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:29.258 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 1167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:29.359 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:29.526 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:29.627 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2182. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:29.793 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 166ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:30.893 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:31.060 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 1167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:31.160 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:31.327 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:31.427 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2182. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:31.594 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:32.694 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
